"@timestamp","_id","_index","_score",env,"env.keyword",level,"level.keyword",message,"message.keyword","metadata.env","metadata.env.keyword","metadata.hostname","metadata.hostname.keyword","metadata.method","metadata.method.keyword","metadata.remoteAddress","metadata.remoteAddress.keyword","metadata.requestId","metadata.requestId.keyword","metadata.responseTime","metadata.service","metadata.service.keyword","metadata.statusCode","metadata.timestamp","metadata.url","metadata.url.keyword",service,"service.keyword"
"Nov 21, 2025 @ 12:02:58.190","lckdpZoBKNps3ga0s_oN","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-80","req-80","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:58.190","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:58.188","lskdpZoBKNps3ga0s_oN","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-7y","req-7y","808.7","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:58.188","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:57.469","l8kdpZoBKNps3ga0s_oN","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-7z","req-7z","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:57.469","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:57.468","mMkdpZoBKNps3ga0s_oN","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-7x","req-7x","1,096.436","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:57.468","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:57.379","mckdpZoBKNps3ga0s_oN","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-7y","req-7y","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:57.379","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:56.372","k8kdpZoBKNps3ga0q_o3","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-7x","req-7x","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:56.372","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:47.523","kskdpZoBKNps3ga0j_rr","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-7w","req-7w","1,152.747","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:47.523","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:47.249",jskdpZoBKNps3ga0iPoQ,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-7v","req-7v","881.332","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:47.249","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:46.370",j8kdpZoBKNps3ga0iPoQ,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-7w","req-7w","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:46.370","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:46.368",kMkdpZoBKNps3ga0iPoQ,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-7v","req-7v","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:46.368","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:46.259",kckdpZoBKNps3ga0iPoQ,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-7u","req-7u","892.906","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:46.258","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:45.366",jckdpZoBKNps3ga0gPo4,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-7u","req-7u","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:45.365","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:41.043",iskdpZoBKNps3ga0cfrD,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-7t","req-7t","634.374","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:41.043","/api/admin/seasonal-credits/campaigns","/api/admin/seasonal-credits/campaigns","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:41.037",i8kdpZoBKNps3ga0cfrD,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-7q","req-7q","630.678","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:41.037","/api/admin/seasonal-credits/expiring-soon?daysAhead=30","/api/admin/seasonal-credits/expiring-soon?daysAhead=30","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:40.968",jMkdpZoBKNps3ga0cfrD,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-7r","req-7r","560.4","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:40.968","/api/admin/seasonal-credits/expiring-soon?daysAhead=30","/api/admin/seasonal-credits/expiring-soon?daysAhead=30","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:40.960","ickdpZoBKNps3ga0b_oD","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-7s","req-7s","551.608","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:40.960","/api/admin/seasonal-credits/campaigns","/api/admin/seasonal-credits/campaigns","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:40.408",g8kdpZoBKNps3ga0bPrx,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-7t","req-7t","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:40.408","/api/admin/seasonal-credits/campaigns","/api/admin/seasonal-credits/campaigns","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:40.408",hMkdpZoBKNps3ga0bPrx,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-7s","req-7s","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:40.408","/api/admin/seasonal-credits/campaigns","/api/admin/seasonal-credits/campaigns","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:40.407",hckdpZoBKNps3ga0bPrx,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-7r","req-7r","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:40.407","/api/admin/seasonal-credits/expiring-soon?daysAhead=30","/api/admin/seasonal-credits/expiring-soon?daysAhead=30","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:40.407",hskdpZoBKNps3ga0bPrx,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-7q","req-7q","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:40.407","/api/admin/seasonal-credits/expiring-soon?daysAhead=30","/api/admin/seasonal-credits/expiring-soon?daysAhead=30","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:40.406",h8kdpZoBKNps3ga0bPrx,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-7j","req-7j","2,013.821","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:40.406","/api/admin/application-assignments/tenants?search=&limit=100","/api/admin/application-assignments/tenants?search=&limit=100","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:40.403",iMkdpZoBKNps3ga0bPrx,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-7i","req-7i","2,012.51","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:40.403","/api/admin/application-assignments/tenants?search=&limit=100","/api/admin/application-assignments/tenants?search=&limit=100","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:40.401",eMkdpZoBKNps3ga0bPrS,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",OPTIONS,OPTIONS,"-","-","req-7p","req-7p","0.17","wrapper-backend","wrapper-backend",204,"Nov 21, 2025 @ 12:02:40.401","/api/admin/seasonal-credits/expiring-soon?daysAhead=30","/api/admin/seasonal-credits/expiring-soon?daysAhead=30","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:40.401",eckdpZoBKNps3ga0bPrS,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",OPTIONS,OPTIONS,"127.0.0.1","127.0.0.1","req-7p","req-7p","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:40.401","/api/admin/seasonal-credits/expiring-soon?daysAhead=30","/api/admin/seasonal-credits/expiring-soon?daysAhead=30","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:40.401",eskdpZoBKNps3ga0bPrS,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",OPTIONS,OPTIONS,"-","-","req-7o","req-7o","0.225","wrapper-backend","wrapper-backend",204,"Nov 21, 2025 @ 12:02:40.401","/api/admin/seasonal-credits/campaigns","/api/admin/seasonal-credits/campaigns","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:40.401",e8kdpZoBKNps3ga0bPrS,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",OPTIONS,OPTIONS,"127.0.0.1","127.0.0.1","req-7o","req-7o","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:40.401","/api/admin/seasonal-credits/campaigns","/api/admin/seasonal-credits/campaigns","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:40.400",fMkdpZoBKNps3ga0bPrS,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",OPTIONS,OPTIONS,"-","-","req-7n","req-7n","0.578","wrapper-backend","wrapper-backend",204,"Nov 21, 2025 @ 12:02:40.400","/api/admin/seasonal-credits/expiring-soon?daysAhead=30","/api/admin/seasonal-credits/expiring-soon?daysAhead=30","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:40.400",fckdpZoBKNps3ga0bPrS,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",OPTIONS,OPTIONS,"127.0.0.1","127.0.0.1","req-7n","req-7n","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:40.399","/api/admin/seasonal-credits/expiring-soon?daysAhead=30","/api/admin/seasonal-credits/expiring-soon?daysAhead=30","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:40.399",fskdpZoBKNps3ga0bPrS,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",OPTIONS,OPTIONS,"-","-","req-7m","req-7m","0.786","wrapper-backend","wrapper-backend",204,"Nov 21, 2025 @ 12:02:40.399","/api/admin/seasonal-credits/campaigns","/api/admin/seasonal-credits/campaigns","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:40.398",f8kdpZoBKNps3ga0bPrS,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",OPTIONS,OPTIONS,"127.0.0.1","127.0.0.1","req-7m","req-7m","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:40.398","/api/admin/seasonal-credits/campaigns","/api/admin/seasonal-credits/campaigns","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:40.097",gMkdpZoBKNps3ga0bPrS,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-7l","req-7l","1,699.073","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:40.096","/api/admin/application-assignments/applications?includeModules=true","/api/admin/application-assignments/applications?includeModules=true","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:39.983",gckdpZoBKNps3ga0bPrS,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-7k","req-7k","1,589.167","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:39.983","/api/admin/application-assignments/applications?includeModules=true","/api/admin/application-assignments/applications?includeModules=true","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:39.772",gskdpZoBKNps3ga0bPrS,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-7g","req-7g","1,385.008","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:39.772","/api/admin/application-assignments/overview","/api/admin/application-assignments/overview","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:39.659",d8kdpZoBKNps3ga0afrt,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-7h","req-7h","1,269.51","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 12:02:39.659","/api/admin/application-assignments/overview","/api/admin/application-assignments/overview","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:38.397",cskdpZoBKNps3ga0Zfoc,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-7l","req-7l","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:38.397","/api/admin/application-assignments/applications?includeModules=true","/api/admin/application-assignments/applications?includeModules=true","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:38.394",c8kdpZoBKNps3ga0Zfoc,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-7k","req-7k","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:38.394","/api/admin/application-assignments/applications?includeModules=true","/api/admin/application-assignments/applications?includeModules=true","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:38.392",dMkdpZoBKNps3ga0Zfoc,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-7j","req-7j","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:38.392","/api/admin/application-assignments/tenants?search=&limit=100","/api/admin/application-assignments/tenants?search=&limit=100","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:38.391",dckdpZoBKNps3ga0Zfoc,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-7i","req-7i","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:38.391","/api/admin/application-assignments/tenants?search=&limit=100","/api/admin/application-assignments/tenants?search=&limit=100","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:38.389",dskdpZoBKNps3ga0Zfoc,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-7h","req-7h","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:38.389","/api/admin/application-assignments/overview","/api/admin/application-assignments/overview","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:38.388",XskdpZoBKNps3ga0ZPr2,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-7g","req-7g","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:38.387","/api/admin/application-assignments/overview","/api/admin/application-assignments/overview","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:38.387",X8kdpZoBKNps3ga0ZPr2,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",OPTIONS,OPTIONS,"-","-","req-7f","req-7f","0.355","wrapper-backend","wrapper-backend",204,"Nov 21, 2025 @ 12:02:38.387","/api/admin/application-assignments/applications?includeModules=true","/api/admin/application-assignments/applications?includeModules=true","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:38.386",YMkdpZoBKNps3ga0ZPr2,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",OPTIONS,OPTIONS,"127.0.0.1","127.0.0.1","req-7f","req-7f","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:38.386","/api/admin/application-assignments/applications?includeModules=true","/api/admin/application-assignments/applications?includeModules=true","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:38.386",YckdpZoBKNps3ga0ZPr2,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",OPTIONS,OPTIONS,"-","-","req-7e","req-7e","0.41","wrapper-backend","wrapper-backend",204,"Nov 21, 2025 @ 12:02:38.386","/api/admin/application-assignments/tenants?search=&limit=100","/api/admin/application-assignments/tenants?search=&limit=100","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:38.386",YskdpZoBKNps3ga0ZPr2,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",OPTIONS,OPTIONS,"127.0.0.1","127.0.0.1","req-7e","req-7e","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:38.386","/api/admin/application-assignments/tenants?search=&limit=100","/api/admin/application-assignments/tenants?search=&limit=100","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:38.385",Y8kdpZoBKNps3ga0ZPr2,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",OPTIONS,OPTIONS,"-","-","req-7d","req-7d","0.169","wrapper-backend","wrapper-backend",204,"Nov 21, 2025 @ 12:02:38.385","/api/admin/application-assignments/overview","/api/admin/application-assignments/overview","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:38.385",ZMkdpZoBKNps3ga0ZPr2,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",OPTIONS,OPTIONS,"127.0.0.1","127.0.0.1","req-7d","req-7d","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 12:02:38.385","/api/admin/application-assignments/overview","/api/admin/application-assignments/overview","wrapper-backend","wrapper-backend"
"Nov 21, 2025 @ 12:02:38.385",ZckdpZoBKNps3ga0ZPr2,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",OPTIONS,OPTIONS,"-","-","req-7c","req-7c","0.229","wrapper-backend","wrapper-backend",204,"Nov 21, 2025 @ 12:02:38.385","/api/admin/application-assignments/applications?includeModules=true","/api/admin/application-assignments/applications?includeModules=true","wrapper-backend","wrapper-backend"
